,id,comment,time,corrected_comment,nouns,time_minutes
30,아오~빡처,:soccer_ball::soccer_ball::soccer_ball::soccer_ball::soccer_ball::soccer_ball::soccer_ball::soccer_ball::soccer_ball:,2023-03-28 19:49:25,soccerballsoccerballsoccerballsoccerballsoccerballsoccerballsoccerballsoccerballsoccerball,[],30.233
31,미리내,안녕하세요 ᆢ,2023-03-28 19:49:26,안녕하세요 ,[],30.25
32,천샤인,좋아요 누루고 접속합니다,2023-03-28 19:49:26,좋아요 누르고 접속합니다,['접속'],30.25
33,황박연,해트트릭 한다는 소문이 파다 하던데~~^^*,2023-03-28 19:49:33,해트트릭 한다는 소문이 파다 하던데,"['해트트릭', '소문', '파다']",30.367
34,박진경,"이강인 선발, 정말 좋네요^^",2023-03-28 19:49:55,이강인 선발 정말 좋네요,"['이강인', '선발', '정말']",30.733
35,미리내,한국팀 화이팅 ᆢᆢ,2023-03-28 19:49:59,한국 팀 파이팅 ,"['한국', '팀', '파이팅']",30.8
36,아오~빡처,3-2,2023-03-28 19:50:00,32,[],30.817
37,박 새울,안녕하세요.,2023-03-28 19:50:07,안녕하세요,[],30.933
38,신창섭,오늘도 수고하십니다,2023-03-28 19:50:13,오늘도 수고하십니다,"['오늘', '수고']",31.033
39,제너럴리스트,오늘 축구 20시 여기서 시청하는건가요?,2023-03-28 19:50:13,오늘 축구 20시 여기서 시청하는 건가요,"['오늘', '축구', '여기', '시청', '건가']",31.033
40,식스맨TV축구해설,아키에이지워 오픈 이벤트 클릭시 식스맨TV채널의 응원이 됩니다! https://afreehp.kr/bc/U5qXmaaZx5akaw,2023-03-28 19:50:23,아키에 이 지워 오픈 이벤트 클릭 시 식스맨 TV 채널의 응원이 됩니다 httpsafreehpkrbcU5qXmaaZx5akaw,"['아키', '이', '오픈', '이벤트', '클릭', '시', '식스', '맨', '채널', '응원']",31.2
41,별처럼,축구계의 유일한 최고해설가인 식스맨님 화이팅~!^^,2023-03-28 19:50:26,축구계의 유일한 최고 해설가인 식스맨님 파이팅,"['축구', '최고', '해설', '가인', '식스', '맨', '파이팅']",31.25
42,황박연,흥민아 오늘 프리킥 두골 감차 한골 세골만 넣자^^*,2023-03-28 19:50:33,흥민아 오늘 프리킥 두골 감차 한골 세 골만 넣자,"['흥', '민아', '오늘', '프리킥', '골', '감차', '골', '세', '골']",31.367
43,안진숙,중계방송보나요?,2023-03-28 19:50:39,중계방송 보나요,"['중계방송', '보나']",31.467
44,별이지,안녕하세요~~,2023-03-28 19:50:40,안녕하세요,[],31.483
45,Gil Hong,그렇지..이렇게 다양하게 뛰게해봐야지.,2023-03-28 19:50:43,그렇지 이렇게 다양하게 뛰게 해봐야지,[],31.533
46,유정숙,박연님~~~~~~^^,2023-03-28 19:50:52,박연 님,['박연'],31.683
47,박 새울,식스맨님 홧팅,2023-03-28 19:50:54,식스맨님 파이팅,"['식스', '맨', '파이팅']",31.717
48,장인해,조현우전반,2023-03-28 19:51:00,조현우 전반,"['조현우', '전반']",31.817
49,황박연,울 유정숙님~~~~~~~~~~~~~~~~~^^*,2023-03-28 19:51:04,울 윤정숙 님,"['울', '윤정숙']",31.883
50,천샤인,시청은 Tv조선으로,2023-03-28 19:51:04,시청은 Tv조선으로,"['시청', '조선']",31.883
51,Sungwoo Kim,축구중계는 식스맨입니다. 당연하죠.,2023-03-28 19:51:11,축구 중계는 식스맨입니다 당연하죠,"['축구', '중계', '식스', '맨입', '니']",32.0
52,장인해,대한민국2:0우루과이,2023-03-28 19:51:21,대한민국 20우루과이,"['대한민국', '우루과이']",32.167
53,황박연,조선은 보면 안됨! ㅎㅎ,2023-03-28 19:51:22,조선은 보면 안 됨 ,"['조선', '안']",32.183
54,식스맨TV축구해설,게임 아이템이 필요할때! 클릭시 식스맨TV채널의 응원이 됩니다! https://afreehp.kr/bc/U5qXmaaZx5akag,2023-03-28 19:51:24,게임 아이템이 필요할 때 클릭 시 식스맨 TV 채널의 응원이 됩니다 httpsafreehpkrbcU5qXmaaZx5akag,"['게임', '아이템', '때', '클릭', '시', '식스', '맨', '채널', '응원']",32.217
55,전범기 👎반대,[좋/아/요] 눌러주세요~~[좋/아/요] 눌러주세요~~,2023-03-28 19:51:27,좋아요 눌러주세요 좋아요 눌러주세요,[],32.267
56,한동훈,저 학원 다녀와서 빨리 씻고 올게요,2023-03-28 19:51:34,저 학원 다녀와서 빨리 씻고 올게요,"['저', '학원']",32.383
57,봄봄,안녕하세요~ 중계 자~~~ 알 부탁합니다^^,2023-03-28 19:51:44,안녕하세요 중계 자 알 부탁합니다,"['중계', '자', '알', '부탁']",32.55
58,별처럼,"손흥민, 이강인 조합 넘 기대만땅이요~! 오늘 일내자~!ㅎ",2023-03-28 19:51:47,손흥민 이강인 조합 너무 기대 가득이요 오늘 일내자,"['손흥민', '이강인', '조합', '기대', '가득', '오늘', '내자']",32.6
59,박종호,이길 수 있나요,2023-03-28 19:51:53,이길 수 있나요,['수'],32.7
60,샤프슈터,김민재 듬직하네,2023-03-28 19:51:53,김민재 듬직하네,['김민재'],32.7
61,김진규,오늘도 손흥민 프리킥골 가즈아~,2023-03-28 19:52:02,오늘도 손흥민 프리 킥 골 가즈아,"['오늘', '손흥민', '프리', '킥', '골', '가즈']",32.85
62,황박연,강인이가 찔러주고 흥민이가 파괴하자!^^*,2023-03-28 19:52:05,강인이가 찔러주고 흥민이가 파괴하자,"['강인', '흥민', '파괴']",32.9
63,샤프슈터,이강인 선발인가,2023-03-28 19:52:09,이강인 선발인가,"['이강인', '선발']",32.967
64,유정숙,민재표정좋은데요,2023-03-28 19:52:15,민재 표정 좋은데요,"['민재', '표정', '요']",33.067
65,Andrew Kim,대한민국 선수들 화이팅! 무조건 이깁니다.:thumbs_up:,2023-03-28 19:52:19,대한민국 선수들 파이팅 무조건 이깁니다 thumbsup,"['대한민국', '선수', '파이팅', '무조건']",33.133
66,kim 지민,안녕하세요:blue_heart:,2023-03-28 19:52:21,안녕하세요 blueheart,[],33.167
67,황박연,민재는 워낙 출중 하니까^^*,2023-03-28 19:52:29,민재는 워낙 출중하니까,"['민재', '워낙']",33.3
68,아오~빡처,:cold_face::cold_face::cold_face::cold_face::cold_face::cold_face::cold_face:,2023-03-28 19:52:31,coldfacecoldfacecoldfacecoldfacecoldfacecoldfacecoldface,[],33.333
69,박 새울,좋아요 눌렀어요. 다같이 누릅시다,2023-03-28 19:52:32,좋아요 눌렀어요 다 같이 누릅시다,[],33.35
70,미리내,강인 웃는 모습 귀여워요 ᆢ,2023-03-28 19:52:34,강인 웃는 모습 귀여워요 ,"['강인', '모습']",33.383
71,황박연,울 김지민님~~~~~~~~~~~~~~~~~^^*,2023-03-28 19:52:35,울 김지민 님,"['울', '김지민']",33.4
72,장인해,오늘손흥민2골,2023-03-28 19:52:35,오늘 손흥민 2골,"['오늘', '손흥민', '골']",33.4
73,박종호,오늘 이길 수 있을지 ,2023-03-28 19:52:38,오늘 이길 수 있을지 ,"['오늘', '수']",33.45
74,창준 이,안녕하세요.,2023-03-28 19:52:46,안녕하세요,[],33.583
75,kim 지민,일본은 선제골 ..미토마 3분에 헤딩골 ~~,2023-03-28 19:52:48,일본은 선제골 미토마 3분에 헤딩골 ,"['일본', '선제골', '미토', '마', '헤딩골']",33.617
76,안녕하세여!,안녕하셈요,2023-03-28 19:53:01,안녕하세요,[],33.833
77,보석,반갑습니다,2023-03-28 19:53:09,반갑습니다,[],33.967
78,뭐어때,안녕하세요 오늘도 잘부탁 드립니다,2023-03-28 19:53:14,안녕하세요 오늘도 잘 부탁드립니다,['오늘'],34.05
79,황빈,우와,2023-03-28 19:53:18,우와,[],34.117
80,ai,어쩌라고요,2023-03-28 19:53:21,어쩌라고요,['요'],34.167
81,kim 지민,:collision:우루과이 선발;; 멜레( 골키퍼) 13번 로드리게스 2 부에노 3.고아데스 22 피게레스 6 우가르테 5 베시노 15 발베르데 20 토레스 18 고메스 11 조나단 로드리게스 ..4 2 1 3:collision:,2023-03-28 19:53:23,collision 우루과이 선발 멜로 골키퍼 13번 로드리게스 2 부에노 3고아 데스 22 피게레스 6 우가르테 5 베시노 15 발베르데 20 토레스 18 고메스 11 조너선 로드리게스 4 2 1 3collision,"['우루과이', '선발', '멜로', '골키퍼', '번', '로드리게스', '부', '에노', '고아', '데스', '피게레스', '발', '베르데', '토레스', '고메스', '선', '로드리게스']",34.2
82,안녕하세여!,대한민국~,2023-03-28 19:53:26,대한민국,['대한민국'],34.25
83,샤프슈터,한국은 측면수비가 약함,2023-03-28 19:53:34,한국은 측면 수비가 약함,"['한국', '측면', '수비']",34.383
84,식스맨TV축구해설,게임 아이템이 필요할때! 클릭시 식스맨TV채널의 응원이 됩니다! https://afreehp.kr/bc/U5qXmaaZx5akag,2023-03-28 19:53:35,게임 아이템이 필요할 때 클릭 시 식스맨 TV 채널의 응원이 됩니다 httpsafreehpkrbcU5qXmaaZx5akag,"['게임', '아이템', '때', '클릭', '시', '식스', '맨', '채널', '응원']",34.4
85,kim 지민,:fire:이기제 큰정우영 황의조 이강인 손흥민 조현우 김태환 이재성 황인범 김영권선발:check_mark:,2023-03-28 19:53:36,fire 이기제 큰 정우영 황의조 이강인 손흥민 조현우 김태환 이재성 황인범 김영권 선발 checkmark,"['이기제', '정우영', '황의조', '이강인', '손흥민', '조현우', '김태환', '이재성', '황인', '범', '김영권', '선발']",34.417
86,서유미,방가방가,2023-03-28 19:53:38,방가방가,"['방가', '방가']",34.45
87,서유미,저도 왔어요,2023-03-28 19:53:42,저도 왔어요,['저'],34.517
88,색소폰과함께(제천),안녕하십니까~~~~~~ㅎㅎㅎㅎㅎ,2023-03-28 19:53:43,안녕하십니까,['안녕하십니까'],34.533
89,원금주,안녕하세요,2023-03-28 19:53:43,안녕하세요,[],34.533
90,황박연,울 서유미님~~~~~~~~~~~~~~~~~^^*,2023-03-28 19:53:50,울 서유미 님,"['울', '유미']",34.65
91,이윤호,안녕하세요 한국 파이팅,2023-03-28 19:53:50,안녕하세요 한국 파이팅,"['한국', '파이팅']",34.65
92,김영호,필승 코리아,2023-03-28 19:53:52,필승 코리아,"['필승', '코리아']",34.683
93,중앙우리분당가정예베,안녕하세요,2023-03-28 19:53:53,안녕하세요,[],34.7
94,황박연,울 원금주님~~~~~~~~~~~~~~~~~~^^*,2023-03-28 19:53:55,울 원금 주님,"['울', '원금', '주님']",34.733
95,김영호,안녕하세요,2023-03-28 19:53:58,안녕하세요,[],34.783
96,이도령,반갑습니다.~~~~~,2023-03-28 19:54:00,반갑습니다,[],34.817
97,유정숙,금주님~~~~~~^^,2023-03-28 19:54:01,금주님,['금주'],34.833
98,황박연,울 함께님~~~~~~~~~~~~~~~~~~~^^*,2023-03-28 19:54:04,울 함께 님,['울'],34.883
99,안녕하세여!,ㅇ,2023-03-28 19:54:06,,[],34.917
100,서유미,박연님 반갑습니다,2023-03-28 19:54:07,박연 님 반갑습니다,['박연'],34.933
101,kim 지민,황박연님..:blue_heart:비너스님 :blue_heart:서유미님 :blue_heart:원금주님:blue_heart: 색소폰님:blue_heart:,2023-03-28 19:54:10,황박연님blueheart비너스님 blueheart 서 유미님 blueheart 원금 주님 blueheart 색소폰님 blueheart,"['황', '박연', '비너스', '유미', '원금', '주님', '색소폰']",34.983
102,반짝이파는 언냐,반갑습니다~~\,2023-03-28 19:54:12,반갑습니다,[],35.017
103,다둥이엄마,미래에서 왔습니다. 오늘 1대2로 패 합니다,2023-03-28 19:54:13,미래에서 왔습니다 오늘 1 대 2로 패합니다,"['미래', '오늘', '로', '패']",35.033
104,황박연,네네~~~~~~^^*,2023-03-28 19:54:14,네네,['네네'],35.05
105,ai,조현우?,2023-03-28 19:54:17,조현우,['조현우'],35.1
106,유정숙,유미님~~~~~~^^,2023-03-28 19:54:18,유미님,['유미'],35.117
107,Kim Acupuncture,와우 오늘 선발라인업 좋네요.,2023-03-28 19:54:19,와우 오늘 선발 라인업 좋네요,"['와우', '오늘', '선발', '라인업']",35.133
108,중앙우리분당가정예베,방,2023-03-28 19:54:22,방,['방'],35.183
109,원금주,황박연님서유미님 유정숙님 지민님 반가워요,2023-03-28 19:54:23,황박연님서유미님 윤정숙 님 지민 님 반가워요,"['황', '박연', '유미', '윤정숙', '지민']",35.2
110,황박연,울 비너스님 어디?????????????????,2023-03-28 19:54:26,울 비너스님 어디,"['울', '비너스', '어디']",35.25
111,서유미,원금주님 어서오세요,2023-03-28 19:54:36,원금 주님 어서 오세요,"['원금', '주님', '어서']",35.417
112,색소폰과함께(제천),지민님☆박연님☆금주님☆,2023-03-28 19:54:36,지민 님 박연 님 금 주님,"['지민', '박연', '금', '주님']",35.417
113,삼디 나라 YOUTUBE / 카드만드는 삼디,안녕하세여,2023-03-28 19:54:39,안녕하세요,[],35.467
114,서유미,정숙님 반갑습니다,2023-03-28 19:54:45,정숙님 반갑습니다,['정숙'],35.567
115,황박연,울 금주형 오늘 더욱 예쁘넹^^*,2023-03-28 19:54:49,울 금주형 오늘 더욱 예쁘네,"['울', '금주', '오늘', '더욱']",35.633
116,Ben Ki Beom Lee 이기범,안녕하세요 호주 이기범입니다,2023-03-28 19:54:50,안녕하세요 호주 이기범입니다,"['호주', '이기범']",35.65
117,윤광섭,오늘도 수고하네요.파이팅,2023-03-28 19:54:50,오늘도 수고하네요 파이팅,"['오늘', '수고', '파이팅']",35.65
118,Erzsébet Bakonyi,"Fighting Korea! Guys, stay strong and healthy:heart_exclamation::fire::flexed_biceps:",2023-03-28 19:54:52,Fighting Korea Guys stay strong and healthyheartexclamationfireflexedbiceps,[],35.683
119,서유미,색소폰님 어서오세요,2023-03-28 19:54:54,색소폰님 어서 오세요,"['색소폰', '어서']",35.717
120,Kim Acupuncture,황의조만 열심히하면 결과 좋을듯하네요.,2023-03-28 19:54:57,황의조만 열심히 하면 결과 좋을듯하네요,"['황의조', '결과']",35.767
121,일상이 일탈,안녕하세요 식스맨 님 오늘도 유쾌 상쾌 통쾌한 해설 부탁드립니다 ^^,2023-03-28 19:55:03,안녕하세요 식스맨 님 오늘도 유쾌 상쾌 통쾌한 해설 부탁드립니다 ,"['식스', '맨', '오늘', '유쾌', '상쾌', '해설']",35.867
122,우영권,반갑습니다~^^,2023-03-28 19:55:04,반갑습니다,[],35.883
123,이용수,화이팅하세요 화이팅하세요,2023-03-28 19:55:05,파이팅 하세요 파이팅 하세요,"['파이팅', '파이팅']",35.9
124,장현호,카라트때 무승부 였지만 이번엔 이기길.. 황의조 또 날려먹지 말길..,2023-03-28 19:55:08,카라트 때 무승부였지만 이번엔 이기길 황의조 또 날려먹지 말길,"['카', '라트', '때', '무승부', '이번', '황의조', '또']",35.95
125,서유미,현준님 어서오세요,2023-03-28 19:55:18,현준님 어서 오세요,"['현준', '어서']",36.117
126,유정숙,일탈님~~~~~~^^,2023-03-28 19:55:19,일탈님,['탈'],36.133
127,김문희,안녕하세요~~,2023-03-28 19:55:22,안녕하세요,[],36.183
128,황박연,울 일상님~~~~~~~~~~~~~~~~~~~^^*,2023-03-28 19:55:26,울 일상님,"['울', '일상']",36.25
129,서유미,영권님 어서오세요,2023-03-28 19:55:28,영권 님 어서 오세요,"['권', '어서']",36.283
130,Namju Hazelton,안녕하세요! 오늘은 꼭 승리!,2023-03-28 19:55:29,안녕하세요 오늘은 꼭 승리,"['오늘', '꼭', '승리']",36.3
131,식스맨TV축구해설,아키에이지워 오픈 이벤트 클릭시 식스맨TV채널의 응원이 됩니다! https://afreehp.kr/bc/U5qXmaaZx5akaw,2023-03-28 19:55:35,아키에 이 지워 오픈 이벤트 클릭 시 식스맨 TV 채널의 응원이 됩니다 httpsafreehpkrbcU5qXmaaZx5akaw,"['아키', '이', '오픈', '이벤트', '클릭', '시', '식스', '맨', '채널', '응원']",36.4
132,황박연,며느리는??????????,2023-03-28 19:55:36,며느리는,['며느리'],36.417
133,최상환,식스멘님 안녕하세요 :thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::musical_notes:,2023-03-28 19:55:36,식스 멘 님 안녕하세요 thumbsupthumbsupthumbsupthumbsupthumbsupmusicalnotes,['식스'],36.417
134,서유미,용수님 어서오세요,2023-03-28 19:55:40,용수님 어서 오세요,"['용수', '어서']",36.483
135,일상이 일탈,김지민 님 원금주 님 황박연 님 유정숙 님 안녕하세요 ^^,2023-03-28 19:55:43,김지민 님 원금주 님 황박연 님 윤정숙 님 안녕하세요 ,"['김지민', '금주', '황', '박연', '윤정숙']",36.533
136,rimus P,안녕하세요~!,2023-03-28 19:55:57,안녕하세요,[],36.767
137,한상희,오늘도 재미있는 해설 부탁드립니다. 감사합니다,2023-03-28 19:56:00,오늘도 재미있는 해설 부탁드립니다 감사합니다,"['오늘', '해설']",36.817
138,디딤돌,꿀성대. 식스맨님. 방갑습니다,2023-03-28 19:56:03,꿀 성대 식스맨님 반갑습니다,"['꿀', '성대', '식스', '맨']",36.867
139,색소폰과함께(제천),마야님 비너스님 어디가셔써요ㅋㅋㅋ,2023-03-28 19:56:03,마야님 비너스님 어디 가셔써 요,"['마야', '비너스', '어디', '요']",36.867
140,서유미,며느리 아직 안 왔어요,2023-03-28 19:56:06,며느리 아직 안 왔어요,"['며느리', '안']",36.917
141,원금주,색소폰님 일상이 일탈님 하이~,2023-03-28 19:56:06,색소폰님 일상이 일탈님 하이,"['색소폰', '일상', '탈', '하이']",36.917
142,일상이 일탈,서유미 님 비너스 님 수고 많으세요 ^^,2023-03-28 19:56:07,서유미 님 비너스 님 수고 많으세요 ,"['유미', '비너스', '수고']",36.933
143,신유빈YFC,식스맨님 이것도 월드컵 처럼 날짜를 정해서 예선 본선처럼하나요?,2023-03-28 19:56:11,식스맨님 이것도 월드컵처럼 날짜를 정해서 예선 본선처럼 하나요,"['식스', '맨', '것', '월드컵', '날짜', '정해', '예선', '본선', '하나요']",37.0
144,kim 지민,일상이일탈님:blue_heart::ok_hand:,2023-03-28 19:56:13,일상이 일탈님 blueheartokhand,"['일상', '탈']",37.033
145,일상이 일탈,며느리 김마야 강퇴 ㅋ,2023-03-28 19:56:19,며느리 김 모야 강퇴 ,"['며느리', '김', '모야', '강퇴']",37.133
146,대장,안녕하세요 골기퍼 김병지입니다!,2023-03-28 19:56:20,안녕하세요 골키퍼 김병지입니다,"['골키퍼', '김병지']",37.15
147,홍진택,안녕하세요~~~,2023-03-28 19:56:22,안녕하세요,[],37.183
148,귀동냥,지금 부터 근무시작이라 잘듣고있겠읍니다~,2023-03-28 19:56:23,지금부터 근무 시작이라 잘 듣고 있겠습니다,"['지금', '근무', '시작']",37.2
149,Kim Acupuncture,여기는 미국 코첼라벨리 팜스프링입니다.방가방가요 식스맨님,2023-03-28 19:56:23,여기는 미국 코첼라밸리 팜스프링입니다방가방가요 식스맨님,"['미국', '코첼라', '밸리', '스프링', '다방', '방가', '식스', '맨']",37.2
150,일상이 일탈,^^,2023-03-28 19:56:23,,[],37.2
151,황박연,울 비너스님 감자공주님 어디로 도망?^^*,2023-03-28 19:56:30,울 비너스님 감자 공주님 어디로 도망,"['울', '비너스', '감자', '공주', '어디', '도망']",37.317
152,서유미,일탈님 매느리 아직,2023-03-28 19:56:31,일탈님 매 느리 아직,"['탈', '매']",37.333
153,최두규,오늘경2대1로 승리하겠죠,2023-03-28 19:56:31,오늘 경 2 대 1로 승리하겠죠,"['오늘', '경', '로', '승리']",37.333
154,김마야📣,앙대여 ㅋㅋ,2023-03-28 19:56:33,앙대여 ,['대여'],37.367
155,최상환,서유미님 도안뇽하세요 :smiling_face_with_hearts:,2023-03-28 19:56:36,서유미 님 도안뇽하세요 smilingfacewithhearts,"['유미', '도', '안뇽']",37.417
156,황박연,ㅎㅎㅎㅎㅎㅎㅎㅎ,2023-03-28 19:56:38,,[],37.45
157,황박연,울 김마야님~~~~~~~~~~~~~~~~~^^*,2023-03-28 19:56:44,울 김 나야 님,"['울', '김', '나야']",37.55
158,식스맨TV축구해설,게임 아이템이 필요할때! 클릭시 식스맨TV채널의 응원이 됩니다! https://afreehp.kr/bc/U5qXmaaZx5akag,2023-03-28 19:56:46,게임 아이템이 필요할 때 클릭 시 식스맨 TV 채널의 응원이 됩니다 httpsafreehpkrbcU5qXmaaZx5akag,"['게임', '아이템', '때', '클릭', '시', '식스', '맨', '채널', '응원']",37.583
159,황박연,양반 대긴 틀려써~~~~^^*,2023-03-28 19:56:51,양반 대긴 틀려써,['양반'],37.667
160,최상환,마야님 도안뇽하세요 :smiling_face_with_hearts::musical_notes:,2023-03-28 19:56:53,마야님 도안뇽하세요 smilingfacewithheartsmusicalnotes,"['마야', '도', '안뇽']",37.7
161,일상이 일탈,ㅋ 김마야 며느님 언능 오셔 ㅋ,2023-03-28 19:56:53, 김 모야 며느님 얼른 오셔 ,"['김', '모야', '며느님', '얼른']",37.7
162,색소폰과함께(제천),마야님 등장ㅎ,2023-03-28 19:56:57,마야님 등장,"['마야', '등장']",37.767
163,김마야📣,방가방가요:heart_suit:~~~,2023-03-28 19:57:00,방가방가요heartsuit,"['방가', '방가']",37.817
164,ㅂㄹㅅ,축구 중계 어디서 하나요?,2023-03-28 19:57:01,축구 중계 어디서 하나요,"['축구', '중계', '하나요']",37.833
165,Venus,안녕하세요 :heart_suit:,2023-03-28 19:57:01,안녕하세요 heartsuit,[],37.833
166,황동건,우루과이 전도 화이팅 손흥민 이강인 선발,2023-03-28 19:57:01,우루과이 전도 파이팅 손흥민 이강인 선발,"['우루과이', '전도', '파이팅', '손흥민', '이강인', '선발']",37.833
167,신유빈YFC,식스맨님 그럼 이 경기 하고 대한민국 안하나요?,2023-03-28 19:57:03,식스맨님 그럼 이 경기하고 대한민국 안 하나요,"['식스', '맨', '이', '경기', '대한민국', '안', '하나요']",37.867
168,서유미,마야님 방가방가,2023-03-28 19:57:05,마야님 방가방가,"['마야', '방가', '방가']",37.9
169,대장,반갑습니다,2023-03-28 19:57:06,반갑습니다,[],37.917
170,슈발리에,"백승호 부상이라던데 대체 선수없죠,",2023-03-28 19:57:06,백승호 부상이라던데 대체 선수 없죠,"['백승호', '부상', '던데', '대체', '선수']",37.917
171,일상이 일탈,:red_heart:,2023-03-28 19:57:07,redheart,[],37.933
172,Venus,마야:heart_suit::heart_suit::heart_suit:,2023-03-28 19:57:09,마야 heartsuitheartsuitheartsuit,['마야'],37.967
173,황박연,울 비너스님~~~~~~~~~~~~~~~~~^^*,2023-03-28 19:57:10,울 비너스님,"['울', '비너스']",37.983
174,윤덕원,화이팅입니다 무조건이기자,2023-03-28 19:57:11,파이팅입니다 무조건 이기자,"['파이팅', '무조건', '이기자']",38.0
175,김마야📣,비너쮸~:heart_suit:,2023-03-28 19:57:12,비너쮸heartsuit,['비너쮸'],38.017
176,와쪄염,안녕하세요~와쪄염이 와쪄염~,2023-03-28 19:57:14,안녕하세요와 어염이 와쪄엶,"['요', '어염', '와쪄엶']",38.05
177,서유미,일탈님 매느리 왔어요,2023-03-28 19:57:14,일탈님 매 느리 왔어요,"['탈', '매']",38.05
178,대장,골기퍼 김병지입니다,2023-03-28 19:57:14,골키퍼 김병지입니다,"['골키퍼', '김병지']",38.05
